"Date","Open","High","Low","Close","Volume"
"30.08.2000","7292.46","7292.46","7176.24","7192.69","1000000"
"31.08.2000","7191.0","7251.31","7168.52","7244.79","1000000"
"01.09.2000","7221.41","7397.12","7221.41","7344.67","1000000"
"04.09.2000","7355.74","7453.36","7355.74","7445.56","1000000"
"05.09.2000","7448.08","7456.71","7369.36","7391.27","1000000"
"06.09.2000","7397.05","7434.02","7315.15","7329.9","1000000"
"07.09.2000","7327.66","7383.6","7283.79","7373.34","1000000"
"08.09.2000","7373.9","7393.88","7248.94","7261.04","1000000"
"11.09.2000","7267.68","7273.3","7196.64","7214.45","1000000"
"12.09.2000","7213.18","7213.18","7129.03","7135.75","1000000"
"13.09.2000","7134.56","7169.53","6994.18","7006.26","1000000"
"14.09.2000","7010.7","7101.5","7006.64","7049.82","1000000"
"15.09.2000","7048.88","7077.58","6976.41","6999.54","1000000"
"18.09.2000","6959.93","6977.25","6873.4","6891.69","1000000"
"19.09.2000","6865.87","6931.72","6839.3","6915.49","1000000"
"20.09.2000","6953.25","6973.31","6726.46","6765.23","1000000"
"21.09.2000","6774.26","6817.09","6581.93","6682.92","1000000"
"22.09.2000","6677.83","6740.25","6468.46","6740.25","1000000"
"25.09.2000","6739.28","6827.07","6739.28","6788.69","1000000"
"26.09.2000","6779.81","6827.89","6726.24","6765.04","1000000"
"27.09.2000","6761.93","6857.48","6716.84","6814.06","1000000"
"28.09.2000","6809.59","6846.99","6727.32","6832.76","1000000"
"29.09.2000","6835.13","6884.63","6771.66","6798.12","1000000"
"02.10.2000","6800.07","6906.83","6766.1","6862.26","1000000"
"04.10.2000","6857.48","6896.54","6760.71","6823.43","0"
"05.10.2000","6819.12","6917.17","6819.12","6892.49","0"
"06.10.2000","6895.71","6921.08","6712.48","6776.39","0"
"09.10.2000","6776.04","6776.04","6624.55","6680.78","0"
"10.10.2000","6683.69","6726.45","6655.51","6673.15","0"
"11.10.2000","6668.94","6668.94","6467.29","6554.14","0"
"12.10.2000","6569.86","6649.25","6383.17","6465.26","0"
"13.10.2000","6452.11","6661.3","6385.55","6661.3","0"
"16.10.2000","6668.12","6725.33","6578.78","6627.25","0"
"17.10.2000","6622.01","6668.56","6521.75","6531.71","0"
"18.10.2000","6523.75","6523.75","6297.49","6470.06","0"
"19.10.2000","6489.85","6620.78","6488.69","6619.43","100000"
"20.10.2000","6616.76","6663.18","6533.15","6615.9","100000"
"23.10.2000","6614.18","6651.1","6542.87","6620.87","100000"
"24.10.2000","6617.73","6835.16","6603.49","6802.81","100000"
"25.10.2000","6794.48","6810.3","6701.31","6748.22","100000"
"26.10.2000","6749.01","6858.1","6718.55","6767.9","1000000"
"27.10.2000","6768.87","6930.36","6768.87","6924.68","1000000"
"30.10.2000","6921.33","6955.92","6880.18","6926.57","1000000"
"31.10.2000","6928.69","7087.92","6928.69","7077.44","1000000"
"01.11.2000","7093.84","7114.2","7015.52","7059.07","1000000"
"02.11.2000","7067.7","7135.89","7048.88","7088.64","1000000"
"03.11.2000","7092.02","7152.45","7072.37","7128.27","1000000"
"06.11.2000","7139.94","7185.66","7111.5","7136.3","1000000"
"07.11.2000","7140.25","7140.25","7028.79","7083.7","1000000"
"08.11.2000","7075.82","7130.21","7004.93","7010.2","1000000"
"09.11.2000","7005.2","7019.57","6930.29","6959.5","1000000"
"10.11.2000","6962.94","7013.07","6831.4","6851.69","1000000"
"13.11.2000","6839.98","6839.98","6690.61","6742.1","1000000"
"14.11.2000","6740.64","6966.65","6740.64","6966.65","1000000"
"15.11.2000","6976.16","6976.63","6882.0","6961.09","1000000"
"16.11.2000","6950.94","6950.94","6805.15","6811.49","1000000"
"17.11.2000","6824.0","6839.92","6724.07","6752.29","1000000"
"20.11.2000","6755.23","6794.41","6598.42","6605.53","1000000"
"21.11.2000","6594.88","6679.87","6571.56","6666.06","1000000"
"22.11.2000","6669.75","6669.75","6474.5","6510.54","1000000"
"23.11.2000","6508.53","6617.79","6476.63","6596.93","1000000"
"24.11.2000","6607.98","6710.45","6572.34","6664.18","1000000"
"27.11.2000","6665.25","6804.22","6665.25","6696.91","1000000"
"28.11.2000","6696.71","6717.74","6603.61","6625.56","1000000"
"29.11.2000","6609.76","6655.36","6534.82","6598.32","1000000"
"30.11.2000","6598.07","6598.07","6361.43","6372.33","1000000"
"01.12.2000","6379.26","6542.72","6379.26","6512.91","1000000"
"04.12.2000","6507.64","6507.64","6343.45","6408.1","1000000"
"05.12.2000","6412.15","6637.09","6412.15","6637.09","1000000"
"06.12.2000","6645.15","6721.9","6606.43","6622.25","1000000"
"07.12.2000","6621.61","6650.08","6495.26","6583.13","1000000"
"08.12.2000","6567.99","6745.91","6567.99","6691.25","1000000"
"11.12.2000","6702.25","6806.45","6702.25","6782.52","1000000"
"12.12.2000","6781.62","6813.3","6733.59","6733.59","1000000"
"13.12.2000","6741.59","6797.86","6585.18","6620.21","1000000"
"14.12.2000","6617.46","6617.46","6449.58","6475.84","1000000"
"15.12.2000","6455.21","6455.21","6331.3","6331.3","1000000"
"18.12.2000","6337.81","6467.33","6337.81","6390.25","1000000"
"19.12.2000","6392.44","6505.75","6309.14","6479.28","1000000"
"20.12.2000","6467.06","6467.06","6226.64","6248.76","0"
"21.12.2000","6240.12","6291.02","6110.26","6200.71","0"
"22.12.2000","6210.81","6281.73","6201.44","6251.4","0"
"27.12.2000","6252.11","6357.76","6252.11","6328.16","0"
"28.12.2000","6337.06","6393.27","6323.0","6371.64","0"
"29.12.2000","6376.1","6469.74","6364.1","6433.61","0"
"02.01.2001","6431.14","6439.23","6289.82","6289.82","0"
"03.01.2001","6284.87","6467.82","6172.44","6434.96","0"
"04.01.2001","6443.87","6556.94","6356.92","6376.54","0"
"05.01.2001","6383.33","6485.34","6344.16","6382.31","0"
"08.01.2001","6368.83","6426.64","6337.95","6392.17","0"
"09.01.2001","6408.06","6462.5","6354.97","6404.52","0"
"10.01.2001","6402.19","6413.56","6293.49","6320.07","0"
"11.01.2001","6320.94","6477.66","6320.94","6465.21","0"
"12.01.2001","6480.82","6552.52","6467.12","6490.03","0"
"15.01.2001","6506.7","6553.75","6481.17","6522.87","0"
"16.01.2001","6521.28","6539.64","6452.62","6502.89","0"
"17.01.2001","6540.04","6668.67","6540.04","6653.38","0"
"18.01.2001","6642.7","6661.12","6587.51","6635.76","0"
"19.01.2001","6644.42","6737.18","6632.81","6651.53","0"
"22.01.2001","6652.46","6688.83","6594.19","6675.0","0"
"23.01.2001","6678.22","6722.41","6601.88","6722.41","0"
"24.01.2001","6723.21","6759.01","6690.72","6706.67","0"
"25.01.2001","6700.97","6775.26","6677.81","6727.49","0"
"26.01.2001","6713.4","6713.4","6650.34","6695.2","0"
"29.01.2001","6699.1","6750.96","6659.98","6750.96","0"
"30.01.2001","6746.12","6792.81","6706.16","6739.3","0"
"31.01.2001","6745.9","6795.14","6720.57","6795.14","0"
"01.02.2001","6788.57","6788.57","6704.68","6704.68","0"
"02.02.2001","6709.9","6750.99","6624.19","6638.2","0"
"05.02.2001","6633.78","6635.8","6592.21","6628.07","0"
"06.02.2001","6632.49","6693.45","6620.03","6693.03","0"
"07.02.2001","6691.36","6691.36","6578.96","6578.96","0"
"08.02.2001","6585.4","6662.77","6580.24","6636.81","0"
"09.02.2001","6637.13","6637.13","6497.07","6497.07","0"
"12.02.2001","6498.93","6572.37","6498.93","6564.91","0"
"13.02.2001","6567.85","6603.17","6545.02","6557.93","0"
"14.02.2001","6556.09","6556.09","6444.16","6479.87","0"
"15.02.2001","6480.34","6591.67","6480.34","6591.67","0"
"16.02.2001","6587.46","6587.46","6439.26","6439.26","0"
"19.02.2001","6441.26","6493.61","6441.26","6472.21","0"
"20.02.2001","6471.03","6530.13","6425.65","6451.57","0"
"21.02.2001","6453.76","6453.76","6312.14","6347.99","0"
"22.02.2001","6347.43","6363.55","6216.52","6277.99","0"
"23.02.2001","6279.28","6312.1","6071.35","6075.34","0"
"26.02.2001","6079.97","6209.13","6079.97","6189.07","0"
"27.02.2001","6191.87","6254.82","6162.51","6220.48","0"
"28.02.2001","6221.7","6284.81","6170.0","6208.24","0"
"01.03.2001","6212.66","6212.66","6094.76","6123.38","0"
"02.03.2001","6123.59","6183.91","6052.01","6159.02","0"
"05.03.2001","6172.35","6218.79","6134.02","6216.38","0"
"06.03.2001","6218.12","6310.18","6218.12","6284.06","0"
"07.03.2001","6274.21","6342.54","6249.7","6305.64","0"
"08.03.2001","6308.73","6339.92","6245.72","6267.06","0"
"09.03.2001","6264.22","6264.22","6193.33","6204.42","0"
"12.03.2001","6202.37","6202.37","6043.34","6046.56","0"
"13.03.2001","6038.85","6038.85","5935.07","5962.93","0"
"14.03.2001","5969.51","6025.93","5663.54","5794.12","0"
"15.03.2001","5819.69","5889.95","5767.06","5889.95","0"
"16.03.2001","5881.62","5907.07","5728.88","5734.49","0"
"19.03.2001","5732.85","5805.71","5650.3","5657.29","0"
"20.03.2001","5663.66","5788.99","5663.66","5782.16","0"
"21.03.2001","5780.6","5780.6","5600.89","5622.09","0"
"22.03.2001","5599.02","5621.06","5351.48","5388.02","0"
"23.03.2001","5396.63","5574.99","5396.63","5544.67","0"
"26.03.2001","5557.82","5756.59","5557.82","5726.97","0"
"27.03.2001","5724.15","5938.21","5689.18","5938.21","0"
"28.03.2001","5938.21","5938.21","5775.44","5817.52","0"
"29.03.2001","5812.65","5879.3","5713.56","5879.3","0"
"30.03.2001","5870.1","5944.25","5805.27","5829.95","0"
"02.04.2001","5843.37","5912.26","5702.93","5760.76","0"
"03.04.2001","5747.05","5747.05","5511.76","5553.46","0"
"04.04.2001","5537.94","5632.13","5383.99","5597.66","0"
"05.04.2001","5615.08","5781.71","5615.08","5773.34","0"
"06.04.2001","5790.93","5839.11","5651.83","5698.88","0"
"09.04.2001","5695.77","5809.88","5657.87","5781.01","0"
"10.04.2001","5787.24","5917.78","5787.24","5913.84","0"
"11.04.2001","5925.3","6019.26","5879.23","5951.16","0"
"12.04.2001","5953.39","6013.38","5910.46","6002.3","0"
"17.04.2001","6004.32","6004.32","5827.62","5935.58","0"
"18.04.2001","5941.24","6188.77","5941.24","6164.88","0"
"19.04.2001","6178.01","6224.3","6107.43","6181.91","0"
"20.04.2001","6176.18","6198.17","6100.87","6127.97","0"
"23.04.2001","6118.24","6119.35","6032.74","6051.48","0"
"24.04.2001","6059.37","6164.02","6042.69","6124.57","0"
"25.04.2001","6124.21","6140.84","6060.66","6115.19","0"
"26.04.2001","6120.15","6164.63","6058.46","6123.66","0"
"27.04.2001","6116.83","6186.68","6075.05","6175.24","0"
"30.04.2001","6176.73","6271.2","6176.73","6264.51","0"
"02.05.2001","6272.03","6296.62","6185.14","6213.84","0"
"03.05.2001","6211.65","6236.46","6061.59","6089.17","0"
"04.05.2001","6096.62","6138.28","6001.51","6138.28","0"
"07.05.2001","6137.92","6193.45","6097.98","6122.62","0"
"08.05.2001","6111.6","6172.77","6071.67","6108.72","0"
"09.05.2001","6107.33","6107.33","6025.86","6063.94","0"
"10.05.2001","6047.17","6222.24","6047.17","6165.18","0"
"11.05.2001","6161.53","6192.38","6122.89","6141.02","0"
"14.05.2001","6122.45","6122.45","6040.27","6064.68","0"
"15.05.2001","6072.87","6095.71","6027.45","6070.38","0"
"16.05.2001","6060.75","6157.74","5960.46","6148.44","0"
"17.05.2001","6167.11","6226.58","6139.67","6173.81","0"
"18.05.2001","6168.64","6213.12","6124.94","6186.87","0"
"21.05.2001","6193.13","6260.13","6139.24","6249.87","0"
"22.05.2001","6250.32","6337.47","6245.65","6270.59","0"
"23.05.2001","6259.98","6288.95","6209.27","6215.25","0"
"24.05.2001","6209.98","6306.35","6193.16","6278.9","0"
"25.05.2001","6281.14","6303.72","6204.54","6223.57","0"
"28.05.2001","6225.66","6255.19","6189.39","6216.83","0"
"29.05.2001","6219.05","6235.3","6112.81","6120.33","0"
"30.05.2001","6120.46","6120.46","6041.2","6041.22","0"
"31.05.2001","6035.61","6148.3","5994.66","6123.26","0"
"01.06.2001","6122.96","6174.11","6054.17","6125.17","0"
"04.06.2001","6134.1","6185.77","6134.1","6177.74","0"
"05.06.2001","6183.21","6256.99","6154.49","6242.13","0"
"06.06.2001","6242.88","6278.04","6177.17","6192.44","0"
"07.06.2001","6184.78","6219.09","6156.17","6184.25","0"
"08.06.2001","6197.83","6266.12","6169.09","6187.21","0"
"11.06.2001","6189.06","6225.84","6138.05","6162.74","0"
"12.06.2001","6174.13","6181.55","6026.06","6059.15","0"
"13.06.2001","6071.15","6142.98","6071.15","6111.94","0"
"14.06.2001","6109.66","6109.66","6017.0","6031.27","0"
"15.06.2001","6019.67","6022.75","5889.41","5915.18","0"
"18.06.2001","5921.61","5948.84","5853.07","5869.04","0"
"19.06.2001","5875.31","5980.14","5875.31","5922.53","0"
"20.06.2001","5907.65","5907.65","5812.7","5876.04","0"
"21.06.2001","5881.7","5928.43","5833.92","5926.38","0"
"22.06.2001","5922.49","5952.83","5876.33","5941.77","0"
"25.06.2001","5928.5","5948.27","5866.39","5902.32","0"
"26.06.2001","5898.25","5898.25","5766.73","5847.79","0"
"27.06.2001","5848.13","5851.65","5814.86","5833.1","0"
"28.06.2001","5835.53","5971.77","5758.69","5971.77","0"
"29.06.2001","5976.02","6058.5","5955.62","6058.38","0"
"02.07.2001","6053.81","6131.97","6005.8","6109.5","0"
"03.07.2001","6103.9","6108.07","6038.22","6056.84","0"
"04.07.2001","6060.49","6080.7","5998.83","6015.72","0"
"05.07.2001","5993.83","6040.97","5947.94","5999.19","0"
"06.07.2001","5992.99","5992.99","5846.63","5862.1","0"
"09.07.2001","5861.92","5894.78","5778.25","5869.86","0"
"10.07.2001","5869.56","5923.52","5805.74","5816.32","0"
"11.07.2001","5799.77","5805.63","5731.85","5801.8","0"
"12.07.2001","5814.5","5928.52","5814.5","5889.88","0"
"13.07.2001","5889.3","5939.85","5847.15","5928.01","0"
"16.07.2001","5927.45","5928.89","5842.14","5853.76","0"
"17.07.2001","5846.39","5846.66","5787.33","5846.66","0"
"18.07.2001","5838.21","5838.21","5710.71","5728.37","0"
"19.07.2001","5727.48","5829.69","5707.09","5829.69","0"
"20.07.2001","5820.29","5820.29","5684.56","5764.06","0"
"23.07.2001","5751.13","5844.07","5700.9","5791.73","0"
"24.07.2001","5780.75","5780.75","5659.26","5663.26","0"
"25.07.2001","5672.97","5723.94","5551.14","5582.76","0"
"26.07.2001","5594.49","5675.76","5572.21","5675.76","0"
"27.07.2001","5681.3","5772.57","5681.3","5754.86","0"
"30.07.2001","5749.25","5830.62","5712.48","5792.19","0"
"31.07.2001","5802.49","5861.19","5754.2","5861.19","0"
"01.08.2001","5859.68","5859.68","5812.59","5835.23","0"
"02.08.2001","5845.63","5930.45","5764.29","5777.28","0"
"03.08.2001","5777.45","5808.53","5735.88","5735.88","0"
"06.08.2001","5734.24","5802.68","5708.47","5746.04","0"
"07.08.2001","5747.36","5783.08","5688.57","5752.51","0"
"08.08.2001","5748.68","5748.68","5609.4","5614.51","0"
"09.08.2001","5595.54","5595.54","5467.72","5512.28","0"
"10.08.2001","5523.06","5569.93","5387.34","5433.49","0"
"13.08.2001","5441.1","5499.75","5401.49","5453.77","0"
"14.08.2001","5465.75","5569.05","5465.75","5520.71","0"
"15.08.2001","5521.46","5530.78","5428.51","5455.44","0"
"16.08.2001","5454.37","5454.37","5334.04","5361.92","0"
"17.08.2001","5370.34","5416.15","5174.3","5222.12","0"
"20.08.2001","5219.75","5266.15","5124.69","5207.83","0"
"21.08.2001","5215.2","5252.02","5169.52","5216.11","0"
"22.08.2001","5204.31","5322.99","5141.65","5220.21","0"
"23.08.2001","5232.94","5280.32","5187.14","5254.04","0"
"24.08.2001","5268.8","5423.54","5268.8","5387.5","0"
"27.08.2001","5397.64","5455.12","5382.12","5406.47","0"
"28.08.2001","5406.26","5454.99","5286.5","5308.78","0"
"29.08.2001","5290.68","5347.28","5239.99","5305.0","0"
"30.08.2001","5296.3","5334.54","5157.66","5162.4","0"
"31.08.2001","5160.02","5228.45","5132.27","5188.17","0"
"03.09.2001","5195.67","5205.26","5062.95","5094.1","0"
"04.09.2001","5102.28","5220.1","5034.72","5208.1","0"
"05.09.2001","5188.3","5188.3","5028.3","5048.08","0"
"06.09.2001","5058.76","5109.93","4849.03","4875.37","0"
"07.09.2001","4871.41","4910.93","4713.12","4730.67","0"
"10.09.2001","4725.16","4758.1","4528.07","4670.13","0"
"12.09.2001","4259.53","4403.51","4159.65","4369.57","0"
"13.09.2001","4342.59","4397.01","4277.5","4392.4","0"
"14.09.2001","4385.88","4441.17","4115.98","4115.98","0"
"17.09.2001","4120.56","4301.47","3983.56","4243.68","0"
"18.09.2001","4237.7","4238.17","4122.11","4194.85","0"
"19.09.2001","4195.98","4285.34","4014.83","4041.8","0"
"20.09.2001","4044.98","4110.44","3778.18","3809.67","0"
"21.09.2001","3805.0","3826.05","3539.18","3787.23","0"
"24.09.2001","3792.86","4056.04","3792.86","4038.69","0"
"25.09.2001","4035.31","4135.5","3948.64","4009.12","0"
"26.09.2001","4014.4","4186.04","4014.4","4095.32","0"
"27.09.2001","4095.35","4184.5","4048.2","4184.5","0"
"28.09.2001","4197.35","4317.63","4197.35","4308.15","0"
"01.10.2001","4315.06","4316.39","4183.66","4239.97","0"
"02.10.2001","4239.69","4304.2","4157.6","4304.2","0"
